"County, State",State,County Name,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Madison, Tennessee",Tennessee,Madison,30,160,439
"Horry, South Carolina",South Carolina,Horry,30,555,"1,549"
"Clayton, Iowa",Iowa,Clayton,30,24,52
"Graves, Kentucky",Kentucky,Graves,30,57,158
"York, Virginia",Virginia,York,30,78,264
"Dickinson, Kansas",Kansas,Dickinson,30,22,57
"Winneshiek, Iowa",Iowa,Winneshiek,30,29,97
"Posey, Indiana",Indiana,Posey,30,31,78
"Jackson, North Carolina",North Carolina,Jackson,30,60,202
"Grant, Wisconsin",Wisconsin,Grant,30,82,278
"Lycoming, Pennsylvania",Pennsylvania,Lycoming,30,181,533
"Montgomery, Kansas",Kansas,Montgomery,30,48,138
"Putnam, Florida",Florida,Putnam,30,107,271
"Hampshire, West Virginia",West Virginia,Hampshire,30,38,106
"Davison, South Dakota",South Dakota,Davison,30,31,99
"Greene, Iowa",Iowa,Greene,30,13,48
"Northumberland, Pennsylvania",Pennsylvania,Northumberland,30,126,397
"Perry, Missouri",Missouri,Perry,30,28,133
"Sharp, Arkansas",Arkansas,Sharp,30,30,65
"Prowers, Colorado",Colorado,Prowers,30,17,43
"Polk, Wisconsin",Wisconsin,Polk,30,70,205
"Musselshell, Montana",Montana,Musselshell,30,7,18
"Panola, Texas",Texas,Panola,30,32,87
"Obion, Tennessee",Tennessee,Obion,30,45,138
"Bernalillo, New Mexico",New Mexico,Bernalillo,30,"1,005","3,039"
"Yuma, Arizona",Arizona,Yuma,30,305,933
"Fauquier, Virginia",Virginia,Fauquier,30,107,345
"Pine, Minnesota",Minnesota,Pine,30,42,118
"Lewis, Tennessee",Tennessee,Lewis,30,17,51
"Spalding, Georgia",Georgia,Spalding,30,99,244
"Fulton, New York",New York,Fulton,30,79,213
"Freestone, Texas",Texas,Freestone,30,27,70
"Peoria, Illinois",Illinois,Peoria,30,271,828
"Henry, Indiana",Indiana,Henry,30,74,213
"Osage, Oklahoma",Oklahoma,Osage,30,116,328
"Snohomish, Washington",Washington,Snohomish,30,"1,233","4,070"
"Florence, Wisconsin",Wisconsin,Florence,30,5,17
"Henrico, Virginia",Virginia,Henrico,30,498,"1,646"
"St. Croix, Wisconsin",Wisconsin,St. Croix,30,128,436
"Bath, Kentucky",Kentucky,Bath,30,20,51
"Columbus, North Carolina",North Carolina,Columbus,30,76,182
"Schuyler, New York",New York,Schuyler,30,26,71
"Ascension, Louisiana",Louisiana,Ascension,30,191,770
"Valley, Idaho",Idaho,Valley,30,18,46
"Kenosha, Wisconsin",Wisconsin,Kenosha,30,241,729
"Chautauqua, New York",New York,Chautauqua,30,188,554
"Simpson, Mississippi",Mississippi,Simpson,30,36,96
"Ogle, Illinois",Illinois,Ogle,30,75,232
"Metcalfe, Kentucky",Kentucky,Metcalfe,30,16,37
"Wabash, Indiana",Indiana,Wabash,30,47,130
"Daviess, Kentucky",Kentucky,Daviess,30,150,459
"Humboldt, Nevada",Nevada,Humboldt,30,27,74
"Ravalli, Montana",Montana,Ravalli,30,68,166
"Racine, Wisconsin",Wisconsin,Racine,30,307,908
"Oktibbeha, Mississippi",Mississippi,Oktibbeha,30,73,284
"Laurens, Georgia",Georgia,Laurens,30,73,189
"Oxford, Maine",Maine,Oxford,30,87,238
"Major, Oklahoma",Oklahoma,Major,30,11,23
"Boulder, Colorado",Colorado,Boulder,30,424,"1,645"
"Morgan, Ohio",Ohio,Morgan,30,22,119
"Ontario, New York",New York,Ontario,30,168,516
"Amherst, Virginia",Virginia,Amherst,30,45,121
"Dubuque, Iowa",Iowa,Dubuque,30,136,446
"New York, New York",New York,New York,30,"2,424","9,371"
"Smith, Mississippi",Mississippi,Smith,30,18,52
"Houston, Texas",Texas,Houston,30,34,74
"Adair, Kentucky",Kentucky,Adair,30,26,63
"Dodge, Georgia",Georgia,Dodge,30,27,64
"Macon, Illinois",Illinois,Macon,30,152,496
"Lehigh, Pennsylvania",Pennsylvania,Lehigh,30,563,"1,850"
"Attala, Mississippi",Mississippi,Attala,30,33,91
"Indiana, Pennsylvania",Pennsylvania,Indiana,30,127,379
"Wayne, North Carolina",North Carolina,Wayne,30,151,436
"Edmonson, Kentucky",Kentucky,Edmonson,30,14,35
"Rock Island, Illinois",Illinois,Rock Island,30,213,612
"Henry, Alabama",Alabama,Henry,30,30,71
"Somervell, Texas",Texas,Somervell,30,13,42
"Brevard, Florida",Florida,Brevard,30,903,"2,559"
"Ottawa, Michigan",Michigan,Ottawa,30,412,"1,397"
"Seward, Kansas",Kansas,Seward,30,32,108
"Crittenden, Kentucky",Kentucky,Crittenden,30,12,27
"Red Willow, Nebraska",Nebraska,Red Willow,30,16,44
"Gray, Kansas",Kansas,Gray,30,8,18
"St. Clair, Illinois",Illinois,St. Clair,30,370,"1,167"
"Fremont, Iowa",Iowa,Fremont,30,10,27
"Harris, Texas",Texas,Harris,30,"6,999","22,073"
"York, Maine",Maine,York,30,314,"1,003"
"Lafayette, Missouri",Missouri,Lafayette,30,50,117
"Fayette, Pennsylvania",Pennsylvania,Fayette,30,171,454
"Lawrence, Tennessee",Tennessee,Lawrence,30,70,189
"Mecklenburg, North Carolina",North Carolina,Mecklenburg,30,"1,670","5,910"
"Hancock, Kentucky",Kentucky,Hancock,29,16,37
"Cumberland, Pennsylvania",Pennsylvania,Cumberland,29,394,"1,319"
"Franklin, Alabama",Alabama,Franklin,29,50,113
"Cass, Minnesota",Minnesota,Cass,29,54,172
"Gaston, North Carolina",North Carolina,Gaston,29,342,986
"Stanislaus, California",California,Stanislaus,29,819,"2,314"
"Fairfax, Virginia",Virginia,Fairfax,29,"1,724","6,245"
"Kings, California",California,Kings,29,223,737
"Northwest Hills, Connecticut",Connecticut,Northwest Hills,29,166,497
"Chaves, New Mexico",New Mexico,Chaves,29,97,233
"Lancaster, South Carolina",South Carolina,Lancaster,29,148,442
"Lancaster, Pennsylvania",Pennsylvania,Lancaster,29,815,"2,691"
"Hennepin, Minnesota",Minnesota,Hennepin,29,"1,884","6,987"
"Gunnison, Colorado",Colorado,Gunnison,29,24,90
"Hopkins, Texas",Texas,Hopkins,29,53,128
"Liberty, Texas",Texas,Liberty,29,135,395
"Taylor, Wisconsin",Wisconsin,Taylor,29,29,78
"Bennington, Vermont",Vermont,Bennington,29,54,176
"Parmer, Texas",Texas,Parmer,29,14,30
"Hickman, Tennessee",Tennessee,Hickman,29,37,98
"Aleutians East, Alaska",Alaska,Aleutians East,29,5,9
"Darlington, South Carolina",South Carolina,Darlington,29,89,250
"Lebanon, Pennsylvania",Pennsylvania,Lebanon,29,215,661
"Logan, Oklahoma",Oklahoma,Logan,29,71,230
"Nye, Nevada",Nevada,Nye,29,76,182
"Hancock, West Virginia",West Virginia,Hancock,29,48,160
"Caldwell, North Carolina",North Carolina,Caldwell,29,116,290
"Northampton, Pennsylvania",Pennsylvania,Northampton,29,449,"1,448"
"Charlevoix, Michigan",Michigan,Charlevoix,29,40,104
"Wayne, Kentucky",Kentucky,Wayne,29,28,84
"Fulton, Georgia",Georgia,Fulton,29,"1,656","5,864"
"Sumter, Georgia",Georgia,Sumter,29,43,110
"Lake, Montana",Montana,Lake,29,52,156
"Van Buren, Michigan",Michigan,Van Buren,29,118,351
"Boundary, Idaho",Idaho,Boundary,29,18,56
"DeKalb, Alabama",Alabama,DeKalb,29,103,266
"Benton, Iowa",Iowa,Benton,29,40,105
"Brown, Wisconsin",Wisconsin,Brown,29,389,"1,379"
"Greer, Oklahoma",Oklahoma,Greer,29,8,16
"Woodford, Kentucky",Kentucky,Woodford,29,41,134
"Washington, Wisconsin",Wisconsin,Washington,29,200,603
"Towns, Georgia",Georgia,Towns,29,19,47
"Newton, Indiana",Indiana,Newton,29,18,60
"Nemaha, Kansas",Kansas,Nemaha,29,15,43
"Childress, Texas",Texas,Childress,29,10,20
"Habersham, Georgia",Georgia,Habersham,29,57,183
"Marion, Florida",Florida,Marion,29,547,"1,586"
"Martin, Texas",Texas,Martin,29,68,227
"Gloucester, New Jersey",New Jersey,Gloucester,29,414,"1,273"
"Greenwood, Kansas",Kansas,Greenwood,29,10,21
"Dane, Wisconsin",Wisconsin,Dane,29,813,"3,119"
"Catahoula, Louisiana",Louisiana,Catahoula,29,15,31
"Adams, Pennsylvania",Pennsylvania,Adams,29,138,400
"Oldham, Kentucky",Kentucky,Oldham,29,116,402
"Halifax, North Carolina",North Carolina,Halifax,29,75,178
"Madison, Texas",Texas,Madison,29,19,47
"Navarro, Texas",Texas,Navarro,29,75,192
"Jefferson, Alabama",Alabama,Jefferson,29,982,"3,152"
"Moultrie, Illinois",Illinois,Moultrie,29,24,50
"Columbia, New York",New York,Columbia,29,86,292
"McCulloch, Texas",Texas,McCulloch,29,11,29
"Grafton, New Hampshire",New Hampshire,Grafton,29,132,388
"Orange, Indiana",Indiana,Orange,29,28,84
"Nemaha, Nebraska",Nebraska,Nemaha,29,10,30
"Cochise, Arizona",Arizona,Cochise,29,172,518
"Oregon, Missouri",Missouri,Oregon,29,12,42
"Tazewell, Illinois",Illinois,Tazewell,29,199,616
"Haskell, Oklahoma",Oklahoma,Haskell,29,18,51
"Cameron, Texas",Texas,Cameron,29,612,"1,777"
"Allegan, Michigan",Michigan,Allegan,29,219,730
"Worcester, Maryland",Maryland,Worcester,29,77,213
"Miami, Indiana",Indiana,Miami,29,48,155
"Webster, Louisiana",Louisiana,Webster,29,55,133
"Tuolumne, California",California,Tuolumne,29,81,236
"Solano, California",California,Solano,29,652,"2,075"
"Lenawee, Michigan",Michigan,Lenawee,29,144,408
"Gibson, Indiana",Indiana,Gibson,29,50,149
"Lee, Iowa",Iowa,Lee,29,50,139
"Dickinson, Michigan",Michigan,Dickinson,29,38,120
"Scotts Bluff, Nebraska",Nebraska,Scotts Bluff,29,20,61
"Somerset, Maine",Maine,Somerset,29,73,211
"Erie, New York",New York,Erie,29,"1,378","4,649"
"Currituck, North Carolina",North Carolina,Currituck,29,42,132
"Lincoln, North Carolina",North Carolina,Lincoln,29,126,361
"Clinton, Missouri",Missouri,Clinton,29,21,55
"Warren, Ohio",Ohio,Warren,29,326,"1,146"
"Custer, Idaho",Idaho,Custer,29,6,15
"Cuyahoga, Ohio",Ohio,Cuyahoga,29,"1,824","6,214"
"Columbia, Florida",Florida,Columbia,29,105,292
"Southeastern Connecticut, Connecticut",Connecticut,Southeastern Connecticut,29,407,"1,338"
"King, Washington",Washington,King,29,"3,272","11,871"
"Clay, Mississippi",Mississippi,Clay,29,27,77
"Colleton, South Carolina",South Carolina,Colleton,29,57,151
"Wake, North Carolina",North Carolina,Wake,29,"1,625","5,973"
"Price, Wisconsin",Wisconsin,Price,29,20,55
"Whiteside, Illinois",Illinois,Whiteside,29,82,236
"Schoharie, New York",New York,Schoharie,29,44,151
"Dickenson, Virginia",Virginia,Dickenson,29,20,60
"Washington, Ohio",Ohio,Washington,29,83,249
"Elmore, Idaho",Idaho,Elmore,29,70,202
"Winn, Louisiana",Louisiana,Winn,29,20,38
"Washita, Oklahoma",Oklahoma,Washita,29,15,35
"Wright, Minnesota",Minnesota,Wright,29,173,601
"Merced, California",California,Merced,29,403,"1,149"
"Delaware, Ohio",Ohio,Delaware,29,312,"1,056"
"Oscoda, Michigan",Michigan,Oscoda,29,15,51
"Cherokee, North Carolina",North Carolina,Cherokee,29,41,105
"Sabine, Louisiana",Louisiana,Sabine,29,31,70
"Kay, Oklahoma",Oklahoma,Kay,29,67,173
"Henderson, Tennessee",Tennessee,Henderson,29,36,119
"Jackson, Minnesota",Minnesota,Jackson,29,14,37
"Orleans, New York",New York,Orleans,29,57,161
"Sacramento, California",California,Sacramento,29,"2,265","7,321"
"Pembina, North Dakota",North Dakota,Pembina,29,10,27
"Pitkin, Colorado",Colorado,Pitkin,29,46,173
"Mower, Minnesota",Minnesota,Mower,29,58,172
"Sandoval, New Mexico",New Mexico,Sandoval,29,243,714
"Muscogee, Georgia",Georgia,Muscogee,29,282,893
"Clark, Missouri",Missouri,Clark,29,9,25
"Frontier, Nebraska",Nebraska,Frontier,29,6,15
"Allegheny, Pennsylvania",Pennsylvania,Allegheny,29,"1,752","6,253"
"Broadwater, Montana",Montana,Broadwater,29,8,20
"Coleman, Texas",Texas,Coleman,29,11,22
"Newton, Mississippi",Mississippi,Newton,29,26,81
"Rensselaer, New York",New York,Rensselaer,29,229,776
"Montgomery, Iowa",Iowa,Montgomery,29,16,47
"Stearns, Minnesota",Minnesota,Stearns,29,236,746
"Onondaga, New York",New York,Onondaga,29,668,"2,238"
"Amador, California",California,Amador,29,58,153
"Antelope, Nebraska",Nebraska,Antelope,29,10,19
"Okaloosa, Florida",Florida,Okaloosa,29,304,"1,019"
"Cleveland, Arkansas",Arkansas,Cleveland,29,10,28
"Hampden, Massachusetts",Massachusetts,Hampden,29,663,"1,960"
"Ashe, North Carolina",North Carolina,Ashe,29,38,106
"Wayne, Michigan",Michigan,Wayne,28,"2,533","8,014"
"Craven, North Carolina",North Carolina,Craven,28,148,471
"Roberts, South Dakota",South Dakota,Roberts,28,13,37
"Macomb, Michigan",Michigan,Macomb,28,"1,249","4,181"
"Atlantic, New Jersey",New Jersey,Atlantic,28,387,"1,281"
"Henry, Virginia",Virginia,Henry,28,97,281
"Franklin, Arkansas",Arkansas,Franklin,28,30,85
"Hot Spring, Arkansas",Arkansas,Hot Spring,28,43,109
"St. Charles, Missouri",Missouri,St. Charles,28,581,"1,927"
"Fannin, Georgia",Georgia,Fannin,28,36,122
"Sherburne, Minnesota",Minnesota,Sherburne,28,163,546
"Fremont, Colorado",Colorado,Fremont,28,70,196
"Mineral, Montana",Montana,Mineral,28,8,20
"Wayne, New York",New York,Wayne,28,135,363
"Pender, North Carolina",North Carolina,Pender,28,80,222
"Cumberland, Maine",Maine,Cumberland,28,432,"1,502"
"Navajo, Arizona",Arizona,Navajo,28,137,431
"Franklin, North Carolina",North Carolina,Franklin,28,92,271
"Morehouse, Louisiana",Louisiana,Morehouse,28,36,83
"Webster, Missouri",Missouri,Webster,28,46,131
"Marathon, Wisconsin",Wisconsin,Marathon,28,187,687
"Howard, Maryland",Maryland,Howard,28,472,"1,659"
"Union, South Carolina",South Carolina,Union,28,35,79
"Caroline, Maryland",Maryland,Caroline,28,46,138
"Sweet Grass, Montana",Montana,Sweet Grass,28,5,15
"Leflore, Mississippi",Mississippi,Leflore,28,41,134
"Monroe, New York",New York,Monroe,28,"1,071","3,836"
"Talladega, Alabama",Alabama,Talladega,28,117,292
"Highlands, Florida",Florida,Highlands,28,147,352
"Cecil, Maryland",Maryland,Cecil,28,147,427
"Piscataquis, Maine",Maine,Piscataquis,28,30,80
"Cleburne, Arkansas",Arkansas,Cleburne,28,35,75
"Autauga, Alabama",Alabama,Autauga,28,81,272
"Orleans, Vermont",Vermont,Orleans,28,39,108
"Warren, Missouri",Missouri,Warren,28,51,156
"Cass, Texas",Texas,Cass,28,46,121
"DeKalb, Georgia",Georgia,DeKalb,28,"1,168","3,906"
"Berks, Pennsylvania",Pennsylvania,Berks,28,614,"2,008"
"Sutter, California",California,Sutter,28,139,394
"Crawford, Iowa",Iowa,Crawford,28,23,62
"Saluda, South Carolina",South Carolina,Saluda,28,28,62
"Polk, Nebraska",Nebraska,Polk,28,7,23
"Hillsborough, Florida",Florida,Hillsborough,28,"2,118","6,539"
"Claiborne, Mississippi",Mississippi,Claiborne,28,11,32
"Russell, Alabama",Alabama,Russell,28,85,214
"Pittsylvania, Virginia",Virginia,Pittsylvania,28,141,414
"Beaver, Utah",Utah,Beaver,28,10,23
"El Paso, Texas",Texas,El Paso,28,"1,216","3,668"
"Woodford, Illinois",Illinois,Woodford,28,51,128
"Duval, Texas",Texas,Duval,28,15,39
"Hidalgo, Texas",Texas,Hidalgo,28,"1,228","3,433"
"Nacogdoches, Texas",Texas,Nacogdoches,28,93,271
"Morton, North Dakota",North Dakota,Morton,28,48,135
"Naugatuck Valley, Connecticut",Connecticut,Naugatuck Valley,28,635,"2,007"
"Winnebago, Wisconsin",Wisconsin,Winnebago,28,210,743
"Putnam, New York",New York,Putnam,28,139,421
"Campbell, Virginia",Virginia,Campbell,28,102,311
"Jackson, Wisconsin",Wisconsin,Jackson,28,27,70
"Chambers, Alabama",Alabama,Chambers,28,57,136
"Deer Lodge, Montana",Montana,Deer Lodge,28,14,65
"Clay, West Virginia",West Virginia,Clay,28,10,22
"Butler, Kentucky",Kentucky,Butler,28,16,49
"Lauderdale, Tennessee",Tennessee,Lauderdale,28,35,91
"Grant, Washington",Washington,Grant,28,134,404
"Henderson, Texas",Texas,Henderson,28,105,283
"Waukesha, Wisconsin",Wisconsin,Waukesha,28,578,"1,981"
"Swift, Minnesota",Minnesota,Swift,28,14,40
"Natchitoches, Louisiana",Louisiana,Natchitoches,28,53,149
"Shenandoah, Virginia",Virginia,Shenandoah,28,63,206
"Pacific, Washington",Washington,Pacific,28,34,105
"Nowata, Oklahoma",Oklahoma,Nowata,28,13,34
"Chilton, Alabama",Alabama,Chilton,28,58,170
"Burke, Georgia",Georgia,Burke,28,27,73
"Yavapai, Arizona",Arizona,Yavapai,28,335,974
"Silver Bow, Montana",Montana,Silver Bow,28,49,163
"Bolivar, Mississippi",Mississippi,Bolivar,28,44,180
"Emmet, Michigan",Michigan,Emmet,28,50,133
"Jefferson, Washington",Washington,Jefferson,28,52,155
"Harrison, Missouri",Missouri,Harrison,28,11,26
"Garrett, Maryland",Maryland,Garrett,28,42,129
"Doña Ana, New Mexico",New Mexico,Doña Ana,28,298,"1,039"
"Baltimore, Maryland",Maryland,Baltimore,28,"1,988","6,698"
"Berrien, Georgia",Georgia,Berrien,28,27,85
"LaSalle, Louisiana",Louisiana,LaSalle,28,20,43
"Mason, Washington",Washington,Mason,28,90,263
"Chittenden, Vermont",Vermont,Chittenden,28,238,893
"Belmont, Ohio",Ohio,Belmont,28,92,261
"Jerome, Idaho",Idaho,Jerome,28,34,109
"Botetourt, Virginia",Virginia,Botetourt,28,36,105
"Nobles, Minnesota",Minnesota,Nobles,28,30,74
"Humphreys, Tennessee",Tennessee,Humphreys,28,27,83
"Lamar, Georgia",Georgia,Lamar,28,24,77
"Olmsted, Minnesota",Minnesota,Olmsted,28,223,843
"Fresno, California",California,Fresno,28,"1,369","4,347"
"Delaware, Pennsylvania",Pennsylvania,Delaware,28,804,"2,702"
"Livingston, Missouri",Missouri,Livingston,28,20,57
"Louisa, Iowa",Iowa,Louisa,28,13,27
"Taylor, Iowa",Iowa,Taylor,28,9,26
"Grant, West Virginia",West Virginia,Grant,28,14,41
"Valencia, New Mexico",New Mexico,Valencia,28,98,262
"Camden, New Jersey",New Jersey,Camden,28,746,"2,278"
"De Witt, Illinois",Illinois,De Witt,28,21,60
"Walworth, Wisconsin",Wisconsin,Walworth,28,149,475
"Richmond, North Carolina",North Carolina,Richmond,28,59,134
"Allegany, Maryland",Maryland,Allegany,28,93,322
"Clarke, Virginia",Virginia,Clarke,28,23,56
"Essex, Vermont",Vermont,Essex,28,9,27
"Polk, Oregon",Oregon,Polk,28,117,402
"Anderson, Texas",Texas,Anderson,28,83,175
"San Diego, California",California,San Diego,28,"4,607","17,718"
"Crenshaw, Alabama",Alabama,Crenshaw,28,17,45
"Iroquois, Illinois",Illinois,Iroquois,28,36,107
"Sampson, North Carolina",North Carolina,Sampson,28,113,320
"Richardson, Nebraska",Nebraska,Richardson,28,11,41
"Cherokee, Texas",Texas,Cherokee,28,88,239
"Dallas, Texas",Texas,Dallas,28,"3,725","12,275"
"Franklin, New York",New York,Franklin,28,71,209
"Cheshire, New Hampshire",New Hampshire,Cheshire,28,107,320
"Montcalm, Michigan",Michigan,Montcalm,28,95,265
"Perry, Illinois",Illinois,Perry,28,31,92
"Worcester, Massachusetts",Massachusetts,Worcester,28,"1,187","3,774"
"Hoke, North Carolina",North Carolina,Hoke,28,76,226
"Clallam, Washington",Washington,Clallam,28,101,281
"DuPage, Illinois",Illinois,DuPage,28,"1,379","4,686"
"Crockett, Tennessee",Tennessee,Crockett,28,13,34
"Schley, Georgia",Georgia,Schley,28,6,16
"Cloud, Kansas",Kansas,Cloud,28,13,30
"Randolph, North Carolina",North Carolina,Randolph,28,208,613
"Coahoma, Mississippi",Mississippi,Coahoma,28,29,97
"Osceola, Florida",Florida,Osceola,28,551,"1,701"
"Cattaraugus, New York",New York,Cattaraugus,28,105,331
"Hinds, Mississippi",Mississippi,Hinds,28,313,"1,074"
"Kingman, Kansas",Kansas,Kingman,28,9,26
"Charleston, South Carolina",South Carolina,Charleston,28,595,"2,080"
"Osage, Kansas",Kansas,Osage,28,22,69
"Bosque, Texas",Texas,Bosque,27,27,70
"Montgomery, New York",New York,Montgomery,27,71,214
"Hughes, South Dakota",South Dakota,Hughes,27,25,93
"Wilkes, North Carolina",North Carolina,Wilkes,27,84,252
"Placer, California",California,Placer,27,563,"1,783"
"Hood River, Oregon",Oregon,Hood River,27,33,131
"San Jacinto, Texas",Texas,San Jacinto,27,48,130
"Prince George, Virginia",Virginia,Prince George,27,111,305
"Lassen, California",California,Lassen,27,47,109
"Tuscarawas, Ohio",Ohio,Tuscarawas,27,127,345
"Deschutes, Oregon",Oregon,Deschutes,27,272,896
"Clayton, Georgia",Georgia,Clayton,27,317,948
"Platte, Wyoming",Wyoming,Platte,27,12,25
"Greater Bridgeport, Connecticut",Connecticut,Greater Bridgeport,27,447,"1,451"
"Sussex, New Jersey",New Jersey,Sussex,27,200,686
"Carroll, Maryland",Maryland,Carroll,27,215,702
"Ulster, New York",New York,Ulster,27,266,904
"St. Lucie, Florida",Florida,St. Lucie,27,481,"1,370"
"Crane, Texas",Texas,Crane,27,6,17
"Dinwiddie, Virginia",Virginia,Dinwiddie,27,78,222
"Pike, Georgia",Georgia,Pike,27,27,68
"Roosevelt, New Mexico",New Mexico,Roosevelt,27,26,87
"Okanogan, Washington",Washington,Okanogan,27,59,167
"Guadalupe, New Mexico",New Mexico,Guadalupe,27,6,15
"Yolo, California",California,Yolo,27,299,"1,213"
"Lafayette, Louisiana",Louisiana,Lafayette,27,334,"1,022"
"Orange, New York",New York,Orange,27,532,"1,721"
"Edgecombe, North Carolina",North Carolina,Edgecombe,27,69,188
"Los Angeles, California",California,Los Angeles,27,"13,549","47,534"
"Roger Mills, Oklahoma",Oklahoma,Roger Mills,27,6,13
"Carter, Missouri",Missouri,Carter,27,8,23
"Caddo, Louisiana",Louisiana,Caddo,27,326,935
"Frio, Texas",Texas,Frio,27,25,56
"Monona, Iowa",Iowa,Monona,27,12,31
"Calhoun, Florida",Florida,Calhoun,27,18,38
"Wayne, Missouri",Missouri,Wayne,27,17,53
"Tripp, South Dakota",South Dakota,Tripp,27,8,20
"Ellis, Kansas",Kansas,Ellis,27,40,139
"Andrews, Texas",Texas,Andrews,27,25,59
"Rio Blanco, Colorado",Colorado,Rio Blanco,27,28,96
"Hamilton, Florida",Florida,Hamilton,27,16,30
"Chattahoochee, Georgia",Georgia,Chattahoochee,27,25,81
"Chippewa, Minnesota",Minnesota,Chippewa,27,16,57
"Lake, Illinois",Illinois,Lake,27,953,"3,292"
"James City, Virginia",Virginia,James City,27,145,509
"Steuben, New York",New York,Steuben,27,126,374
"Wilson, North Carolina",North Carolina,Wilson,27,109,346
"Waushara, Wisconsin",Wisconsin,Waushara,27,42,127
"Lawrence, Arkansas",Arkansas,Lawrence,27,21,47
"De Soto, Louisiana",Louisiana,De Soto,27,36,107
"Dodge, Nebraska",Nebraska,Dodge,27,53,176
"Lawrence, Missouri",Missouri,Lawrence,27,29,88
"Delta, Texas",Texas,Delta,27,7,17
"Lincoln, South Dakota",South Dakota,Lincoln,27,84,260
"Vilas, Wisconsin",Wisconsin,Vilas,27,35,122
"Loudoun, Virginia",Virginia,Loudoun,27,568,"2,118"
"Calhoun, Iowa",Iowa,Calhoun,27,14,42
"Tuscaloosa, Alabama",Alabama,Tuscaloosa,27,298,918
"Crawford, Pennsylvania",Pennsylvania,Crawford,27,104,288
"Bibb, Alabama",Alabama,Bibb,27,31,69
"Tyler, Texas",Texas,Tyler,27,27,75
"Lowndes, Georgia",Georgia,Lowndes,27,153,485
"Saratoga, New York",New York,Saratoga,27,314,"1,133"
"Sangamon, Illinois",Illinois,Sangamon,27,265,946
"Oakland, Michigan",Michigan,Oakland,27,"1,757","6,233"
"Lewis and Clark, Montana",Montana,Lewis and Clark,27,97,347
"Ramsey, North Dakota",North Dakota,Ramsey,27,16,55
"Dale, Alabama",Alabama,Dale,27,60,141
"Gila, Arizona",Arizona,Gila,27,82,229
"Burlington, New Jersey",New Jersey,Burlington,27,617,"2,121"
"Scott, Illinois",Illinois,Scott,27,6,15
"Monroe, Illinois",Illinois,Monroe,27,56,162
"Plymouth, Massachusetts",Massachusetts,Plymouth,27,711,"2,258"
"Rowan, North Carolina",North Carolina,Rowan,27,176,538
"Sullivan, New York",New York,Sullivan,27,103,297
"Irwin, Georgia",Georgia,Irwin,27,12,28
"Montgomery, Maryland",Maryland,Montgomery,27,"1,436","5,502"
"Calumet, Wisconsin",Wisconsin,Calumet,27,130,487
"Gulf, Florida",Florida,Gulf,27,21,44
"Scott, Mississippi",Mississippi,Scott,27,37,98
"Siskiyou, California",California,Siskiyou,27,58,185
"Tangipahoa, Louisiana",Louisiana,Tangipahoa,27,189,501
"Wilbarger, Texas",Texas,Wilbarger,27,17,52
"Oneida, Wisconsin",Wisconsin,Oneida,27,45,143
"Dewey, South Dakota",South Dakota,Dewey,27,12,42
"Northeastern Connecticut, Connecticut",Connecticut,Northeastern Connecticut,27,126,406
"Marion, Mississippi",Mississippi,Marion,27,34,100
"Madison, Montana",Montana,Madison,27,13,39
"Pocahontas, Iowa",Iowa,Pocahontas,27,10,41
"Green, Wisconsin",Wisconsin,Green,27,40,114
"Beckham, Oklahoma",Oklahoma,Beckham,27,30,73
"Randolph, Indiana",Indiana,Randolph,27,34,115
"Perry, Mississippi",Mississippi,Perry,27,17,50
"Rockingham, New Hampshire",New Hampshire,Rockingham,27,420,"1,381"
"Sanpete, Utah",Utah,Sanpete,27,39,137
"Dixie, Florida",Florida,Dixie,27,23,65
"Huntingdon, Pennsylvania",Pennsylvania,Huntingdon,27,58,144
"Fayette, West Virginia",West Virginia,Fayette,27,59,159
"Waldo, Maine",Maine,Waldo,27,53,149
"Brule, South Dakota",South Dakota,Brule,27,7,16
"Orange, North Carolina",North Carolina,Orange,27,168,752
"Clay, Tennessee",Tennessee,Clay,27,9,20
"Sussex, Delaware",Delaware,Sussex,27,333,"1,100"
"Dorchester, Maryland",Maryland,Dorchester,27,41,114
"Dillon, South Carolina",South Carolina,Dillon,27,37,89
"Buffalo, Nebraska",Nebraska,Buffalo,27,68,262
"Adams, Wisconsin",Wisconsin,Adams,27,41,121
"Lawrence, Ohio",Ohio,Lawrence,27,77,238
"Marion, Illinois",Illinois,Marion,27,56,189
"Marshall, Iowa",Iowa,Marshall,26,53,147
"Smith, Kansas",Kansas,Smith,26,5,12
"Fond du Lac, Wisconsin",Wisconsin,Fond du Lac,26,149,470
"St. Louis, Missouri",Missouri,St. Louis,26,"1,748","6,192"
"Cheatham, Tennessee",Tennessee,Cheatham,26,43,172
"Martin, Minnesota",Minnesota,Martin,26,27,84
"Mississippi, Missouri",Missouri,Mississippi,26,17,50
"Iowa, Wisconsin",Wisconsin,Iowa,26,30,96
"Bremer, Iowa",Iowa,Bremer,26,34,117
"Dutchess, New York",New York,Dutchess,26,395,"1,361"
"Lawrence, Mississippi",Mississippi,Lawrence,26,19,45
"Edgefield, South Carolina",South Carolina,Edgefield,26,49,129
"Essex, New Jersey",New Jersey,Essex,26,"1,128","3,758"
"Hopkins, Kentucky",Kentucky,Hopkins,26,61,198
"Hudson, New Jersey",New Jersey,Hudson,26,940,"3,228"
